000,342954,2457151.74715,8,2.00278016,242,342948,2457151.73951,8,2.00278016,244
001,342940,2457152.61833,8,2.00278016,242,342934,2457152.61069,8,2.00278016,244
002,343240,2457155.61014,8,2.00278016,244,343244,2457155.6025,8,2.00278016,244
003,341980,2457143.79595,8,2.00278016,244,341976,2457143.78831,8,2.00278016,244
004,341978,2457143.79595,8,2.00278016,244,341976,2457143.78831,8,2.00278016,244
005,340796,2457138.71389,8,2.00278016,244,340790,2457138.70625,8,2.00278016,244
006,343224,2457156.75234,8,2.00278016,244,343220,2457156.7447,8,2.00278016,244
007,342952,2457151.74715,8,2.00278016,244,342948,2457151.73951,8,2.00278016,244
008,343226,2457156.75234,8,2.00278016,244,343220,2457156.7447,8,2.00278016,244
009,343256,2457157.67821,8,2.00278016,240,343252,2457157.67057,8,2.00278016,244
010,341406,2457141.75764,8,2.00278016,244,341402,2457141.75,8,2.00278016,244
011,341408,2457141.75764,8,2.00278016,244,341402,2457141.75,8,2.00278016,244
012,343258,2457157.67821,8,2.00278016,244,343252,2457157.67057,8,2.00278016,244
013,231641,2456822.625,8,2.01326592,244,231637,2456822.61736,8,2.01326592,244
FFF,229625,2456802.625,8,2.01326592,244,229621,2456802.61736,8,2.01326592,244
015,229587,2456807.625,8,2.01326592,244,229585,2456807.61736,8,2.01326592,244
016,231633,2456824.625,8,2.01326592,241,231629,2456824.61736,8,2.01326592,244
017,239680,2456868.47917,8,2.00278016,234,239676,2456868.47153,8,2.00278016,244
018,232875,2456837.54167,8,2.01326592,237,232873,2456837.53403,8,2.01326592,244
019,234028,2456854.58333,8,2.00278016,242,234024,2456854.57569,8,2.00278016,244
020,231177,2456820.625,8,2.01326592,240,231173,2456820.61736,8,2.01326592,244
021,229589,2456807.625,8,2.01326592,244,229585,2456807.61736,8,2.01326592,244
022,242820,2456911.40541,8,2.00278016,244,242818,2456911.39777,8,2.00278016,244
023,232883,2456835.53333,8,2.01326592,227,232881,2456835.52569,8,2.01326592,244
024,234026,2456854.58333,8,2.00278016,242,234024,2456854.57569,8,2.00278016,244
025,232885,2456835.53333,8,2.01326592,230,232881,2456835.52569,8,2.01326592,244
026,232251,2456828.75,8,2.01326592,241,232247,2456828.74236,8,2.01326592,244
027,230411,2456809.65431,8,2.01326592,244,230407,2456809.64667,8,2.01326592,242
028,239678,2456868.47917,8,2.00278016,232,239676,2456868.47153,8,2.00278016,244
029,230409,2456809.65431,8,2.01326592,244,230407,2456809.64667,8,2.01326592,242
030,239644,2456865.4876,8,2.00278016,230,239640,2456865.47997,8,2.00278016,239
031,241959,2456894.44888,8,2.00278016,244,241957,2456894.44028,8,2.00278016,244
032,232235,2456831.54167,8,2.01326592,238,232231,2456831.53403,8,2.01326592,244
CCC,231169,2456817.66667,8,2.01326592,244,231165,2456817.65903,8,2.01326592,242
034,232241,2456829.54167,8,2.01326592,244,232239,2456829.53403,8,2.01326592,244
FFF,229509,2456804.625,8,2.01326592,242,229507,2456804.61736,8,2.01326592,244
TTT,231631,2456824.625,8,2.01326592,241,231629,2456824.61736,8,2.01326592,244
037,232233,2456831.54167,8,2.01326592,244,232231,2456831.53403,8,2.01326592,244
CCC,239642,2456865.4876,8,2.00278016,229,239640,2456865.47997,8,2.00278016,239
039,241961,2456894.44888,8,2.00278016,244,241957,2456894.44028,8,2.00278016,244
040,232877,2456837.54167,8,2.01326592,237,232873,2456837.53403,8,2.01326592,244
041,229511,2456804.625,8,2.01326592,242,229507,2456804.61736,8,2.01326592,244
042,230423,2456810.67236,8,2.01326592,244,230421,2456810.66472,8,2.01326592,237
043,230425,2456810.67236,8,2.01326592,244,230421,2456810.66472,8,2.01326592,237
044,232249,2456828.75,8,2.01326592,244,232247,2456828.74236,8,2.01326592,244
045,231175,2456820.625,8,2.01326592,241,231173,2456820.61736,8,2.01326592,244
046,231639,2456822.625,8,2.01326592,244,231637,2456822.61736,8,2.01326592,244
047,231167,2456817.66667,8,2.01326592,244,231165,2456817.65903,8,2.01326592,242
048,242822,2456911.40541,8,2.00278016,244,242818,2456911.39777,8,2.00278016,244
049,232243,2456829.54167,8,2.01326592,244,232239,2456829.53403,8,2.01326592,244
050,325000,2457115.83403,8,2.00278016,243,325004,2457115.82639,8,2.00278016,244
051,339802,2457128.8436,8,2.00278016,243,339796,2457128.83596,8,2.00278016,244
052,337628,2457122.85766,8,2.00278016,243,337624,2457122.85002,8,2.00278016,244
053,324998,2457115.83403,8,2.00278016,243,325004,2457115.82639,8,2.00278016,244
054,340810,2457136.80359,8,2.00278016,244,340804,2457136.79595,8,2.00278016,244
055,340572,2457134.81528,8,2.00278016,244,340568,2457134.80694,8,2.00278016,244
056,340574,2457134.81528,8,2.00278016,244,340568,2457134.80694,8,2.00278016,244
057,340808,2457136.80359,8,2.00278016,244,340804,2457136.79595,8,2.00278016,244
058,339800,2457128.8436,8,2.00278016,244,339796,2457128.83596,8,2.00278016,244
059,337630,2457122.85766,8,2.00278016,243,337624,2457122.85002,8,2.00278016,244
060,318036,2457113.75764,8,2.00278016,243,318032,2457113.75,8,2.00278016,244
061,260795,2457076.84097,8,2.00278016,242,260791,2457076.83333,8,2.00278016,244
062,258201,2457044.95694,8,2.00278016,237,258197,2457044.94931,8,2.00278016,244
063,259435,2457058.92431,8,2.00278016,242,259769,2457058.91667,8,2.00278016,244
064,260793,2457076.84097,8,2.00278016,244,260791,2457076.83333,8,2.00278016,244
065,260315,2457067.84097,8,2.00278016,244,260313,2457067.83333,8,2.00278016,244
066,261311,2457078.84097,8,2.00278016,244,261309,2457078.83333,8,2.00278016,244
067,260803,2457073.84097,8,2.00278016,243,260799,2457073.83333,8,2.00278016,244
068,294289,2457103.79931,8,2.00278016,242,294283,2457103.79167,8,2.00278016,244
069,259433,2457058.92431,8,2.00278016,241,259769,2457058.91667,8,2.00278016,244
070,261313,2457078.84097,8,2.00278016,244,261309,2457078.83333,8,2.00278016,244
071,299963,2457106.7412,8,2.00278016,243,299957,2457106.73264,8,2.00278016,244
072,260317,2457067.84097,8,2.00278016,244,260313,2457067.83333,8,2.00278016,244
073,261607,2457082.84097,8,2.00278016,243,261605,2457082.83333,8,2.00278016,244
074,274091,2457092.84097,8,2.00278016,242,274089,2457092.83333,8,2.00278016,244
075,271897,2457087.84097,8,2.00278016,241,271895,2457087.83333,8,2.00278016,244
076,318038,2457113.75764,8,2.00278016,243,318032,2457113.75,8,2.00278016,244
077,271899,2457087.84097,8,2.00278016,237,271895,2457087.83333,8,2.00278016,244
078,260307,2457069.84097,8,2.00278016,244,260305,2457069.83333,8,2.00278016,244
079,261609,2457082.84097,8,2.00278016,243,261605,2457082.83333,8,2.00278016,244
080,280986,2457101.79931,8,2.00278016,241,280980,2457101.79167,8,2.00278016,241
081,259781,2457062.84097,8,2.00278016,243,259777,2457062.83333,8,2.00278016,244
082,258231,2457040.93958,8,2.00278016,241,258229,2457040.93194,8,2.00278016,244
083,260801,2457073.84097,8,2.00278016,244,260799,2457073.83333,8,2.00278016,244
084,274093,2457092.84097,8,2.00278016,239,274089,2457092.83333,8,2.00278016,244
085,280984,2457101.79931,8,2.00278016,240,280980,2457101.79167,8,2.00278016,241
086,274101,2457090.84097,8,2.00278016,243,274097,2457090.83333,8,2.00278016,244
087,276258,2457098.84097,8,2.00278016,241,276256,2457098.83333,8,2.00278016,241
088,281006,2457096.76851,8,2.00278016,243,276346,2457096.76042,8,2.00278016,244
089,276260,2457098.84097,8,2.00278016,239,276256,2457098.83333,8,2.00278016,241
090,308333,2457111.75764,8,2.00278016,244,308327,2457111.75,8,2.00278016,244
091,260309,2457069.84097,8,2.00278016,241,260305,2457069.83333,8,2.00278016,244
092,259779,2457062.84097,8,2.00278016,243,259777,2457062.83333,8,2.00278016,244
093,258233,2457040.93958,8,2.00278016,241,258229,2457040.93194,8,2.00278016,244
094,258199,2457044.95694,8,2.00278016,238,258197,2457044.94931,8,2.00278016,244
095,441550,2457472.99556,16,1.00139008,231,441472,2457470.77111,16,2.00278016,231
096,441548,2457472.99556,16,1.00139008,231,441472,2457470.77111,16,2.00278016,231
097,441714,2457478.74867,16,1.00139008,231,441708,2457478.74103,16,2.00278016,231
098,441478,2457470.77875,16,2.00278016,231,441472,2457470.77111,16,2.00278016,231
099,441712,2457478.74867,16,1.00139008,231,441708,2457478.74103,16,2.00278016,231
100,402786,2457332.13667,16,2.00278016,230,402780,2457332.12903,16,2.00278016,231
101,403938,2457340.07088,16,1.00139008,232,403934,2457340.06324,16,2.00278016,232
102,402784,2457332.13667,16,1.00139008,232,402780,2457332.12903,16,2.00278016,231
103,402201,2457325.34947,16,1.00139008,232,402197,2457325.34183,16,2.00278016,232
104,403966,2457338.13013,16,1.00139008,232,403962,2457338.12249,16,2.00278016,232
105,441476,2457470.77875,16,1.00139008,231,441472,2457470.77111,16,2.00278016,231
106,403968,2457338.13013,16,1.00139008,232,403962,2457338.12249,16,2.00278016,232
107,402151,2457324.20069,16,2.00278016,232,402145,2457324.19306,16,2.00278016,232
108,402203,2457325.34947,16,2.00278016,232,402197,2457325.34183,16,2.00278016,232
109,403940,2457340.07088,16,2.00278016,232,403934,2457340.06324,16,2.00278016,232
110,387581,2457296.41667,16,1.00139008,232,387577,2457296.40903,16,2.00278016,232
111,387567,2457298.375,16,2.00278016,243,387563,2457298.36736,16,2.00278016,244
112,399641,2457302.43056,16,1.00139008,232,399637,2457302.42226,16,2.00278016,232
113,374347,2457288.26961,16,2.00278016,232,374391,2457289.44054,16,2.00278016,232
114,374397,2457289.44818,16,2.00278016,232,374391,2457289.44054,16,2.00278016,232
115,401323,2457312.36437,16,1.00139008,232,401283,2457312.3059,16,2.00278016,232
116,373375,2457283.43146,16,1.00139008,244,373371,2457283.42382,16,2.00278016,244
117,371786,2457275.5,16,2.00278016,229,371780,2457275.49236,16,2.00278016,229
118,374395,2457289.44818,16,1.00139008,232,374391,2457289.44054,16,2.00278016,232
119,401463,2457317.36213,16,2.00278016,244,401457,2457317.35449,16,2.00278016,244
120,370060,2457262.57431,16,1.00139008,232,370056,2457262.56667,16,2.00278016,232
121,374581,2457290.42358,16,1.00139008,244,374577,2457290.41594,16,2.00278016,244
122,370472,2457269.51347,16,1.00139008,232,370468,2457269.50583,16,2.00278016,232
123,387583,2457296.41667,16,1.00139008,232,387577,2457296.40903,16,2.00278016,232
124,370062,2457262.57431,16,2.00278016,232,370056,2457262.56667,16,2.00278016,232
125,370474,2457269.51347,16,1.00139008,232,370468,2457269.50583,16,2.00278016,232
126,401461,2457317.36213,16,1.00139008,244,401457,2457317.35449,16,2.00278016,244
127,370458,2457268.55267,16,1.00139008,232,370454,2457268.54503,16,2.00278016,232
128,400133,2457307.36553,16,2.00278016,244,400129,2457307.35789,16,2.00278016,244
129,401325,2457312.36437,16,1.00139008,229,401283,2457312.3059,16,2.00278016,232
130,401823,2457318.33368,16,2.00278016,244,401819,2457318.32604,16,2.00278016,244
131,400273,2457310.31586,16,1.00139008,232,400269,2457310.30822,16,2.00278016,232
132,399643,2457302.43056,16,2.00278016,232,399637,2457302.42226,16,2.00278016,232
133,371784,2457275.5,16,1.00139008,229,371780,2457275.49236,16,2.00278016,229
134,371802,2457276.47123,16,1.00139008,232,371798,2457276.46319,16,2.00278016,232
135,374349,2457288.26961,16,1.00139008,232,374391,2457289.44054,16,2.00278016,232
136,402149,2457324.20069,16,1.00139008,232,402145,2457324.19306,16,2.00278016,232
137,400275,2457310.31586,16,1.00139008,232,400269,2457310.30822,16,2.00278016,232
138,370460,2457268.55267,16,2.00278016,232,370454,2457268.54503,16,2.00278016,232
139,371590,2457274.4934,16,1.00139008,232,371584,2457274.48576,16,2.00278016,232
140,401837,2457319.33013,16,2.00278016,243,401833,2457319.32249,16,2.00278016,243
141,387595,2457295.38403,16,1.00139008,244,387591,2457295.37639,16,2.00278016,244
142,369724,2457260.3017,16,2.00278016,229,369718,2457260.29406,16,2.00278016,232
143,371804,2457276.47123,16,2.00278016,232,371798,2457276.46319,16,2.00278016,232
144,371588,2457274.4934,16,1.00139008,232,371584,2457274.48576,16,2.00278016,232
145,369722,2457260.3017,16,1.00139008,229,369718,2457260.29406,16,2.00278016,232
146,369494,2457255.5798,16,1.00139008,232,369490,2457255.57216,16,2.00278016,232
147,368786,2457253.31259,16,2.00278016,232,369490,2457255.57216,16,2.00278016,232
148,368784,2457253.31259,16,1.00139008,232,369490,2457255.57216,16,2.00278016,232
149,369496,2457255.5798,16,2.00278016,232,369490,2457255.57216,16,2.00278016,232
150,532377,2457624.97416,16,1.00139008,221,532381,2457625.30818,16,1.00139008,221
151,527867,2457598.53611,16,1.00139008,231,527861,2457598.52847,16,1.00139008,231
152,520898,2457549.60098,16,1.00139008,231,520894,2457549.59334,16,1.00139008,231
153,521350,2457554.17608,16,1.00139008,231,521354,2457554.5101,16,1.00139008,231
154,521334,2457553.71578,16,1.00139008,231,521328,2457553.70814,16,1.00139008,231
155,520900,2457549.60098,16,1.00139008,231,520894,2457549.59334,16,1.00139008,231
156,516342,2457535.83333,16,1.00139008,231,516338,2457535.82569,16,1.00139008,231
